Profile: 0/IDA/Te Time: @4.000000 Scale: 1000.00
rho toroidal     Data        Lower        Upper
  0.4697       1.4366       0.0000       1.6342
  0.4758       1.4069      0.41759       1.5772
  0.4825       1.3779      0.83600       1.5211
  0.4892       1.3497       1.2553       1.4657
  0.4958       1.3225       1.2299       1.4295
  0.5022       1.2962       1.2054       1.3942
  0.5086       1.2710       1.1820       1.3600
  0.5147       1.2468       1.1595       1.4426
  0.5201       1.2238       1.1380       1.5263
  0.5255       1.2018       1.1177       1.6112
  0.5321       1.1811       1.0984       1.4807
  0.5398       1.1616       1.0802       1.3514
  0.5475       1.1434       1.0633       1.2234
  0.5548       1.1263       1.0079       1.2052
  0.5619       1.1103      0.95353       1.1881
  0.5688       1.0953      0.90018       1.1719
  0.5742       1.0812      0.92650       1.5407
  0.5796       1.0680      0.95369       1.9105
  0.5865       1.0555      0.98165       2.2809
  0.5950       1.0438      0.97070       2.0657
  0.6035       1.0327      0.96040       1.8512
  0.6115       1.0222      0.95069       1.6372
  0.6194       1.0123      0.89006       4.5027
  0.6273       1.0028      0.82990       7.3690
  0.6353      0.99377      0.77017       10.236
  0.6432      0.98510      0.81343       7.5685
  0.6516      0.97676      0.85702       4.9012
  0.6601      0.96870      0.90089       2.2341
  0.6678      0.96079      0.89354       2.0302
  0.6751      0.95283      0.88615       1.8263
  0.6830      0.94466      0.87853       1.6222
  0.6927      0.93607      0.78501       5.2999
  0.7024      0.92691      0.69090       8.9776
  0.7117      0.91700      0.59605       12.655
  0.7210      0.90620      0.61786       8.7522
  0.7301      0.89435      0.63864       4.8482
  0.7392      0.88132      0.65824      0.94301
  0.7487      0.86705      0.65050      0.92766
  0.7589      0.85153      0.64151      0.91105
  0.7690      0.83478      0.63130      0.89321
  0.7790      0.81682      0.42204      0.87392
  0.7892      0.79769      0.21158      0.85345
  0.8010      0.77744       0.0000      0.83186
  0.8127      0.75612      0.10653      0.80897
  0.8236      0.73376      0.21204      0.78504
  0.8344      0.71005      0.31619      0.75975
  0.8459      0.68453      0.21304      0.73229
  0.8575      0.65686      0.10772      0.70267
  0.8701      0.62678       0.0000      0.67066
  0.8828      0.59421      0.12889      0.63557
  0.8953      0.55902      0.25517      0.59787
  0.9077      0.51915      0.37679      0.55549
  0.9211      0.47187      0.31657      0.50420
  0.9350      0.41586      0.24762      0.44417
  0.9490      0.34716      0.16599      0.37146
  0.9632      0.26372      0.12387      0.28659
  0.9783      0.17249     0.073959      0.19392
  0.9977     0.088022     0.030808      0.10802
  1.0000     0.027172       0.0000     0.047172
  1.0000    0.0023580       0.0000     0.022358
  1.0000   0.00016644       0.0000     0.020166
  1.0000   0.00018179       0.0000     0.083784
  1.0000   0.00065455       0.0000      0.14786
  1.0000    0.0011025       0.0000      0.21190
  1.0000    0.0010308       0.0000      0.16033
  1.0000   0.00076242       0.0000      0.10857
  1.0000   0.00056771       0.0000     0.056885
  1.0000   0.00043938       0.0000     0.086451
  1.0000   0.00035683       0.0000      0.11606
  1.0000   0.00030700       0.0000      0.14570
  1.0000   0.00028246       0.0000      0.12425
  1.0000   0.00028058       0.0000      0.10282
  1.0000   0.00030175       0.0000     0.081412
  1.0000   0.00034628       0.0000       4.5730
  1.0000   0.00041678       0.0000       9.0646
  1.0000   0.00051708       0.0000       13.555
  1.0000   0.00064998       0.0000       13.392
  1.0000   0.00081361       0.0000       13.229
  1.0000   0.00099675       0.0000       13.066
  1.0000    0.0011752       0.0000       14.987
  1.0000    0.0013254       0.0000       16.908
  1.0000    0.0014364       0.0000       18.829
  1.0000    0.0015039       0.0000       19.182
  1.0000    0.0015289       0.0000       19.536
  1.0000    0.0015173       0.0000       19.889
  1.0000    0.0014775       0.0000       19.164
  1.0000    0.0014191       0.0000       18.439
  1.0000    0.0013514       0.0000       17.715
  1.0000    0.0012827       0.0000       16.877
  1.0000    0.0012181       0.0000       16.040
  1.0000    0.0011598       0.0000       15.203
  1.0000    0.0011089       0.0000       14.652
  1.0000    0.0010666       0.0000       14.102
  1.0000    0.0010338       0.0000       13.552
  1.0000    0.0010115       0.0000       13.404
  1.0000    0.0010008       0.0000       13.256
  1.0000    0.0010000       0.0000       13.108
  1.0000    0.0010000       0.0000       13.108
  1.0000    0.0010000       0.0000       13.108
  1.0000    0.0010000       0.0000       13.108
  1.0000    0.0010000       0.0000       13.108
  1.0000    0.0010000       0.0000       13.108
  1.0000    0.0010000       0.0000       13.108
  1.0000    0.0010000       0.0000       13.108
Profile: 0/IDA/ne Time: @4.000000 Scale: 1.00000e+19
rho toroidal     Data        Lower        Upper
  0.0000       9.2081       9.0642       23.941
  0.0045       9.2081       9.1002       23.941
  0.0089       9.2083       9.1219       23.942
  0.0134       9.2085       9.1438       23.942
  0.0178       9.2089       9.1513       23.943
  0.0223       9.2093       9.1517       23.944
  0.0267       9.2098       9.1594       23.945
  0.0312       9.2104       9.1600       23.947
  0.0356       9.2110       9.1606       23.949
  0.0401       9.2117       9.1613       23.950
  0.0445       9.2125       9.1621       23.952
  0.0490       9.2133       9.1629       23.955
  0.0534       9.2141       9.1638       23.957
  0.0579       9.2150       9.1646       23.959
  0.0623       9.2160       9.1620       23.962
  0.0668       9.2169       9.1593       23.964
  0.0712       9.2179       9.1603       23.967
  0.0757       9.2189       9.1613       23.969
  0.0802       9.2200       9.1623       23.972
  0.0846       9.2210       9.1562       20.286
  0.0891       9.2220       9.1572       17.122
  0.0935       9.2231       9.1510       14.923
  0.0980       9.2241       9.1520       14.081
  0.1024       9.2251       9.1530       13.506
  0.1069       9.2261       9.1468       12.542
  0.1117       9.2270       9.1405       11.469
  0.1165       9.2280       9.1270       10.612
  0.1214       9.2289       9.1207       10.116
  0.1262       9.2297       9.1144       9.8138
  0.1310       9.2305       9.1079       9.6416
  0.1358       9.2313       9.1015       9.5342
  0.1406       9.2320       9.1022       9.5277
  0.1454       9.2326       9.1172       9.5933
  0.1502       9.2332       9.1322       9.7526
  0.1549       9.2337       9.1543       10.027
  0.1592       9.2341       9.1692       10.295
  0.1634       9.2344       9.1767       10.479
  0.1675       9.2347       9.1878       10.490
  0.1717       9.2348       9.1915       10.494
  0.1759       9.2349       9.1952       10.678
  0.1801       9.2348       9.1951       10.714
  0.1843       9.2346       9.1985       10.688
  0.1885       9.2343       9.1946       10.955
  0.1934       9.2339       9.1906       11.474
  0.1983       9.2333       9.1865       12.068
  0.2032       9.2327       9.1822       12.417
  0.2080       9.2318       9.1741       12.236
  0.2129       9.2309       9.1696       11.676
  0.2177       9.2297       9.1648       11.076
  0.2226       9.2283       9.1634       10.573
  0.2274       9.2266       9.1653       10.250
  0.2323       9.2245       9.1669       10.248
  0.2371       9.2221       9.1717       10.447
  0.2419       9.2193       9.1689       10.566
  0.2467       9.2160       9.1728       10.645
  0.2515       9.2122       9.1690       10.612
  0.2562       9.2079       9.1647       11.071
  0.2610       9.2029       9.1598       11.730
  0.2657       9.1973       9.1542       12.646
  0.2704       9.1910       9.1443       13.521
  0.2754       9.1840       9.1373       13.790
  0.2803       9.1761       9.1260       13.227
  0.2853       9.1675       9.1174       12.290
  0.2903       9.1580       9.1079       11.462
  0.2952       9.1476       9.1012       10.959
  0.3003       9.1363       9.0934       10.567
  0.3054       9.1239       9.0811       10.738
  0.3105       9.1105       9.0678       10.954
  0.3155       9.0961       9.0570       11.061
  0.3204       9.0805       9.0415       11.031
  0.3251       9.0638       9.0249       11.029
  0.3299       9.0459       9.0071       11.081
  0.3346       9.0268       8.9880       11.125
  0.3398       9.0064       8.9642       11.135
  0.3456       8.9847       8.9426       11.105
  0.3515       8.9617       8.9197       10.989
  0.3573       8.9373       8.8919       10.843
  0.3627       8.9115       8.8628       10.572
  0.3675       8.8843       8.8357       10.283
  0.3723       8.8556       8.8072       9.9902
  0.3771       8.8254       8.7772       9.7562
  0.3826       8.7937       8.7456       9.9479
  0.3885       8.7605       8.7126       10.211
  0.3943       8.7257       8.6780       10.600
  0.4002       8.6893       8.6417       11.120
  0.4063       8.6513       8.6006       11.571
  0.4124       8.6116       8.5510       11.478
  0.4184       8.5703       8.4966       10.713
  0.4238       8.5273       8.4341       9.8197
  0.4290       8.4827       8.3369       9.1454
  0.4341       8.4363       8.2122       8.7658
  0.4396       8.3882       8.0737       8.5586
  0.4457       8.3384       7.9346       8.4427
  0.4518       8.2870       7.8921       8.4035
  0.4578       8.2341       7.9253       8.4142
  0.4638       8.1799       7.9754       8.5250
  0.4697       8.1248       7.9851       8.8103
  0.4758       8.0688       7.9679       9.3295
  0.4825       8.0122       7.9246       9.7273
  0.4892       7.9552       7.8682       9.7389
  0.4958       7.8980       7.8055       9.2740
  0.5022       7.8409       7.7245       8.6372
  0.5086       7.7838       7.6136       8.1852
  0.5147       7.7272       7.4616       7.9204
  0.5201       7.6711       7.3295       7.7910
  0.5255       7.6157       7.2468       7.7109
  0.5321       7.5612       7.2540       7.7030
  0.5398       7.5077       7.2848       7.7541
  0.5475       7.4554       7.3040       7.8865
  0.5548       7.4045       7.3120       8.1739
  0.5619       7.3551       7.2919       8.6250
  0.5688       7.3073       7.2616       9.0513
  0.5742       7.2613       7.2272       9.2383
  0.5796       7.2172       7.1862       9.1624
  0.5865       7.1751       7.1471       8.9353
  0.5950       7.1353       7.1074       8.7268
  0.6035       7.0978       7.0728       8.5284
  0.6115       7.0627       7.0379       8.6463
  0.6194       7.0302       7.0028       8.9086
  0.6273       7.0004       6.9731       9.2209
  0.6353       6.9735       6.9463       9.4333
  0.6432       6.9495       6.9224       9.4171
  0.6516       6.9286       6.8989       9.1317
  0.6601       6.9110       6.8813       8.6927
  0.6678       6.8964       6.8641       8.2650
  0.6751       6.8847       6.8524       7.9658
  0.6830       6.8755       6.8433       7.9202
  0.6927       6.8685       6.8363       7.9202
  0.7024       6.8633       6.8312       7.9652
  0.7117       6.8598       6.8303       8.0281
  0.7210       6.8576       6.8281       8.0710
  0.7301       6.8564       6.8296       8.1044
  0.7392       6.8559       6.8304       8.0985
  0.7487       6.8558       6.8317       8.0877
  0.7589       6.8559       6.8331       8.1547
  0.7690       6.8558       6.8317       8.3207
  0.7790       6.8552       6.8311       8.4298
  0.7892       6.8540       6.8285       8.4791
  0.8010       6.8516       6.8249       8.4441
  0.8127       6.8477       6.8209       8.3242
  0.8236       6.8409       6.8115       8.1021
  0.8344       6.8299       6.7953       7.9798
  0.8459       6.8137       6.7764       7.9714
  0.8575       6.7907       6.7377       7.6343
  0.8701       6.7600       6.2372       6.8392
  0.8828       6.7170       4.9328       6.7354
  0.8953       6.6477       4.3561       6.6568
  0.9077       6.5373       3.9722       6.5430
  0.9211       6.3633       3.6054       6.3670
  0.9350       6.0759       3.4571       6.0785
  0.9490       5.6338       3.3242       5.6357
  0.9632       5.0141       2.9776       5.0155
  0.9783       4.2073       2.3352       4.2084
  0.9977       3.2806       1.5703       3.2815
  1.0000       2.3773      0.93903       2.3780
  1.0000       1.6751      0.20219       1.6755
  1.0000       1.2080       0.0000       1.2082
  1.0000      0.92800       0.0000      0.92816
  1.0000      0.78971       0.0000      0.78982
  1.0000      0.74639       0.0000      0.74649
  1.0000      0.74235       0.0000      0.74244
  1.0000      0.73271       0.0000      0.73277
  1.0000      0.68964       0.0000      0.68969
  1.0000      0.61581       0.0000      0.61586
  1.0000      0.52095       0.0000      0.52099
  1.0000      0.41820       0.0000      0.41823
  1.0000      0.32112       0.0000      0.32115
  1.0000      0.23799       0.0000      0.23801
  1.0000      0.17178       0.0000      0.17180
  1.0000      0.12182       0.0000      0.12183
  1.0000     0.085646       0.0000     0.085660
  1.0000     0.060235       0.0000     0.060248
  1.0000     0.042742       0.0000     0.042755
  1.0000     0.030721       0.0000     0.030736
  1.0000     0.022358       0.0000     0.022387
  1.0000     0.016468       0.0000     0.022231
  1.0000     0.012269       0.0000     0.017484
  1.0000    0.0092432       0.0000     0.014327
  1.0000    0.0070370       0.0000     0.013370
  1.0000    0.0054116       0.0000     0.014070
  1.0000    0.0042019       0.0000     0.010925
  1.0000    0.0032924       0.0000    0.0085601
  1.0000    0.0026020       0.0000    0.0067653
  1.0000    0.0020734       0.0000    0.0053908
  1.0000    0.0016648       0.0000    0.0043285
  1.0000    0.0013464       0.0000    0.0035006
  1.0000    0.0010962       0.0000    0.0028502
  1.0000   0.00089811       0.0000    0.0023351
  1.0000   0.00074005       0.0000    0.0019241
  1.0000   0.00061304       0.0000    0.0015939
  1.0000   0.00051026       0.0000    0.0013267
  1.0000   0.00042655       0.0000    0.0011090
  1.0000   0.00035795       0.0000   0.00093067
  1.0000   0.00030139       0.0000   0.00078361
  1.0000   0.00025449       0.0000   0.00066168
  1.0000   0.00021542       0.0000   0.00056008
  1.0000   0.00018268       0.0000   0.00047498
  1.0000   0.00015515       0.0000   0.00040339
  1.0000   0.00013189       0.0000   0.00034293
  1.0000   0.00011218       0.0000   0.00029166
Profile: 0/CEZ/Ti Time: @3.998000 Scale: 1000.00
rho toroidal     Data        Lower        Upper
  0.0125       2.2375       1.8649       2.6102
  0.0404       2.0511       1.6579       2.4442
  0.0708       1.8113       1.5008       2.1217
  0.0961       1.6039       1.3077       1.9000
  0.1234       1.8957       1.6549       2.1365
  0.1537       1.7700       1.5172       2.0228
  0.1804       1.6684       1.5315       1.8054
  0.2426       1.8515       1.7254       1.9775
  0.2704       1.6745       1.5766       1.7724
  0.2976       1.3975       1.2987       1.4962
  0.3286       1.6237       1.5196       1.7279
  0.3583       1.5052       1.4121       1.5983
  0.3858       1.3267       1.2546       1.3987
  0.4209       1.4327       1.3538       1.5116
  0.4840       1.2193       1.1345       1.3041
  0.5147       1.1113       1.0501       1.1726
  0.5495       1.1600       1.1160       1.2040
  0.5797       1.1828       1.1294       1.2362
  0.6179       1.0049      0.93514       1.0747
  0.6592      0.98786      0.94652       1.0292
  0.6969      0.95375      0.90932      0.99819
  0.7389      0.95389      0.90989      0.99789
  0.7820      0.76653      0.73101      0.80205
  0.8771      0.71492      0.65574      0.77410
Profile: 0/CMZ/Ti Time: @3.999666 Scale: 1000.00
rho toroidal     Data        Lower        Upper
  0.9344      0.49103      0.44070      0.54135
  0.9478      0.46020      0.42321      0.49720
  0.9571      0.44949      0.39932      0.49967
  0.9645      0.41117      0.39513      0.42722
  0.9754      0.37587      0.35955      0.39219
  0.9816      0.38880      0.35550      0.42210
  0.9950      0.37900      0.32926      0.42875
  1.0000      0.37588      0.32282      0.42895
  1.0000      0.42152      0.34591      0.49713
  1.0000          NaN          NaN          NaN
  1.0000          NaN          NaN          NaN
  1.0000          NaN          NaN          NaN
  1.0000          NaN          NaN          NaN
  1.0000      0.24867      0.19597      0.30138
  1.0000      0.24164      0.20739      0.27590
  1.0000      0.17639      0.15680      0.19598
  1.0000          NaN          NaN          NaN
  1.0000      0.17670      0.15668      0.19672
  1.0000      0.16882      0.14463      0.19301
  1.0000      0.18669      0.15166      0.22172
  1.0000      0.20339      0.15984      0.24695
Profile: 0/IDI/Ti Time: @3.993998 Scale: 1000.00
rho toroidal     Data        Lower        Upper
  0.0000       2.0030       1.7844       2.2216
  0.0072       2.0030       1.7863       2.2196
  0.0145       2.0029       1.7918       2.2140
  0.0217       2.0026       1.8000       2.2052
  0.0290       2.0020       1.8100       2.1941
  0.0362       2.0011       1.8210       2.1812
  0.0434       1.9996       1.8318       2.1673
  0.0507       1.9974       1.8416       2.1531
  0.0579       1.9944       1.8497       2.1390
  0.0652       1.9904       1.8553       2.1255
  0.0724       1.9854       1.8581       2.1128
  0.0796       1.9793       1.8579       2.1007
  0.0869       1.9720       1.8549       2.0890
  0.0941       1.9634       1.8494       2.0773
  0.1014       1.9535       1.8418       2.0653
  0.1087       1.9424       1.8324       2.0524
  0.1165       1.9300       1.8215       2.0384
  0.1243       1.9164       1.8096       2.0233
  0.1321       1.9017       1.7966       2.0068
  0.1398       1.8860       1.7828       1.9892
  0.1476       1.8694       1.7683       1.9706
  0.1553       1.8521       1.7532       1.9510
  0.1621       1.8341       1.7374       1.9308
  0.1690       1.8156       1.7213       1.9099
  0.1758       1.7968       1.7049       1.8887
  0.1827       1.7778       1.6884       1.8672
  0.1897       1.7587       1.6720       1.8454
  0.1976       1.7397       1.6558       1.8236
  0.2055       1.7209       1.6400       1.8017
  0.2133       1.7023       1.6247       1.7799
  0.2212       1.6841       1.6099       1.7583
  0.2291       1.6664       1.5957       1.7370
  0.2369       1.6491       1.5820       1.7161
  0.2448       1.6323       1.5688       1.6958
  0.2526       1.6160       1.5559       1.6760
  0.2603       1.6002       1.5433       1.6570
  0.2679       1.5848       1.5308       1.6388
  0.2758       1.5699       1.5183       1.6214
  0.2839       1.5552       1.5058       1.6047
  0.2920       1.5409       1.4932       1.5886
  0.3001       1.5267       1.4805       1.5730
  0.3084       1.5127       1.4677       1.5577
  0.3166       1.4986       1.4547       1.5425
  0.3243       1.4845       1.4416       1.5273
  0.3320       1.4702       1.4282       1.5121
  0.3402       1.4556       1.4146       1.4966
  0.3497       1.4408       1.4007       1.4808
  0.3592       1.4256       1.3864       1.4647
  0.3673       1.4100       1.3716       1.4483
  0.3750       1.3940       1.3563       1.4316
  0.3838       1.3776       1.3405       1.4146
  0.3932       1.3608       1.3242       1.3974
  0.4028       1.3437       1.3075       1.3799
  0.4126       1.3262       1.2904       1.3621
  0.4221       1.3086       1.2730       1.3442
  0.4305       1.2908       1.2555       1.3260
  0.4393       1.2729       1.2380       1.3077
  0.4491       1.2550       1.2207       1.2893
  0.4589       1.2372       1.2036       1.2708
  0.4686       1.2196       1.1868       1.2524
  0.4787       1.2023       1.1704       1.2342
  0.4895       1.1853       1.1544       1.2161
  0.5001       1.1686       1.1389       1.1984
  0.5104       1.1524       1.1238       1.1810
  0.5196       1.1367       1.1092       1.1642
  0.5286       1.1213       1.0949       1.1478
  0.5412       1.1064       1.0809       1.1319
  0.5533       1.0917       1.0670       1.1165
  0.5647       1.0774       1.0533       1.1014
  0.5745       1.0631       1.0395       1.0866
  0.5838       1.0488       1.0256       1.0720
  0.5976       1.0343       1.0114       1.0572
  0.6108       1.0194      0.99671       1.0421
  0.6234       1.0039      0.98136       1.0265
  0.6365      0.98764      0.96516       1.0101
  0.6498      0.97033      0.94792      0.99275
  0.6634      0.95186      0.92948      0.97424
  0.6754      0.93209      0.90975      0.95444
  0.6894      0.91098      0.88867      0.93328
  0.7050      0.88852      0.86628      0.91076
  0.7200      0.86477      0.84262      0.88693
  0.7349      0.83978      0.81762      0.86194
  0.7502      0.81354      0.79102      0.83606
  0.7666      0.78596      0.76226      0.80966
  0.7830      0.75691      0.73085      0.78297
  0.8012      0.72636      0.69703      0.75568
  0.8196      0.69436      0.66206      0.72665
  0.8371      0.66070      0.62739      0.69401
  0.8562      0.62420      0.59301      0.65538
  0.8765      0.58213      0.55613      0.60814
  0.8969      0.53079      0.51138      0.55021
  0.9177      0.46747      0.45325      0.48169
  0.9401      0.39313      0.38103      0.40522
  0.9631      0.31402      0.30242      0.32561
  0.9892      0.24065      0.22846      0.25284
  1.0000      0.18417      0.16994      0.19841
  1.0000      0.15194      0.13611      0.16778
  1.0000      0.14461      0.12755      0.16167
  1.0000      0.15627      0.13641      0.17613
  1.0000      0.17734      0.15803      0.19665
Profile: 0/IDI/Tidat Time: @3.993998 Scale: 1000.00
rho toroidal     Data        Lower        Upper
  0.0090       1.7671       1.7671       1.7671
  0.0131       1.7157       1.7157       1.7157
  0.0197       2.1374       2.1374       2.1374
  0.0362       2.7985       2.7985       2.7985
  0.0405       1.7883       1.7883       1.7883
  0.0440       1.9547       1.9547       1.9547
  0.0659       1.8108       1.8108       1.8108
  0.0704       2.1303       2.1303       2.1303
  0.0741       1.7158       1.7158       1.7158
  0.0907       2.5318       2.5318       2.5318
  0.0955       2.2910       2.2910       2.2910
  0.0997       1.5098       1.5098       1.5098
  0.1170       2.3278       2.3278       2.3278
  0.1222       1.7062       1.7062       1.7062
  0.1276       1.7998       1.7998       1.7998
  0.1467       2.1402       2.1402       2.1402
  0.1521       1.8285       1.8285       1.8285
  0.1579       1.6749       1.6749       1.6749
  0.1739       1.6583       1.6583       1.6583
  0.1787       1.8203       1.8203       1.8203
  0.1849       1.5738       1.5738       1.5738
  0.2342       1.9230       1.9230       1.9230
  0.2399       1.5035       1.5035       1.5035
  0.2487       1.7589       1.7589       1.7589
  0.2620       1.5423       1.5423       1.5423
  0.2674       1.8478       1.8478       1.8478
  0.2770       1.5831       1.5831       1.5831
  0.2885       1.5166       1.5166       1.5166
  0.2940       1.5950       1.5950       1.5950
  0.3047       1.3081       1.3081       1.3081
  0.3199       1.5865       1.5865       1.5865
  0.3249       1.4392       1.4392       1.4392
  0.3355       1.5326       1.5326       1.5326
  0.3476       1.3791       1.3791       1.3791
  0.3534       1.4144       1.4144       1.4144
  0.3659       1.4150       1.4150       1.4150
  0.3760       1.3454       1.3454       1.3454
  0.3806       1.4276       1.4276       1.4276
  0.3947       1.2409       1.2409       1.2409
  0.4106       1.3400       1.3400       1.3400
  0.4151       1.4582       1.4582       1.4582
  0.4288       1.3459       1.3459       1.3459
  0.4740       1.2581       1.2581       1.2581
  0.4767       1.2019       1.2019       1.2019
  0.4940       1.1346       1.1346       1.1346
  0.5062       1.1011       1.1011       1.1011
  0.5076       1.1130       1.1130       1.1130
  0.5225       1.0279       1.0279       1.0279
  0.5403       1.1428       1.1428       1.1428
  0.5404       1.1002       1.1002       1.1002
  0.5592       1.0759       1.0759       1.0759
  0.5729       1.0522       1.0522       1.0522
  0.5743       1.0774       1.0774       1.0774
  0.5893       1.0984       1.0984       1.0984
  0.6078       1.0764       1.0764       1.0764
  0.6117       1.0602       1.0602       1.0602
  0.6274      0.92295      0.92295      0.92295
  0.6480      0.95521      0.95521      0.95521
  0.6547       1.0389       1.0389       1.0389
  0.6676      0.90917      0.90917      0.90917
  0.6836      0.93324      0.93324      0.93324
  0.6941      0.85617      0.85617      0.85617
  0.7058      0.87554      0.87554      0.87554
  0.7262      0.91636      0.91636      0.91636
  0.7387      0.81702      0.81702      0.81702
  0.7461      0.87567      0.87567      0.87567
  0.7676      0.77264      0.77264      0.77264
  0.7840      0.79328      0.79328      0.79328
  0.7880      0.69191      0.69191      0.69191
  0.8584      0.63056      0.63056      0.63056
  0.8800      0.64152      0.64152      0.64152
  0.8845      0.64713      0.64713      0.64713
  0.9064      0.43104      0.43104      0.43104
  0.9122      0.59381      0.59381      0.59381
  0.9184      0.39095      0.39095      0.39095
  0.9251      0.54314      0.54314      0.54314
  0.9262      0.43690      0.43690      0.43690
  0.9271      0.36676      0.36676      0.36676
  0.9339      0.55418      0.55418      0.55418
  0.9341      0.41301      0.41301      0.41301
  0.9395      0.42544      0.42544      0.42544
  0.9411      0.50265      0.50265      0.50265
  0.9440      0.33499      0.33499      0.33499
  0.9477      0.37103      0.37103      0.37103
  0.9487      0.44423      0.44423      0.44423
  0.9492      0.31981      0.31981      0.31981
  0.9513      0.44416      0.44416      0.44416
  0.9561      0.39696      0.39696      0.39696
  0.9566      0.47040      0.47040      0.47040
  0.9588      0.25307      0.25307      0.25307
  0.9612      0.43544      0.43544      0.43544
  0.9636      0.21518      0.21518      0.21518
  0.9664      0.41799      0.41799      0.41799
  0.9666      0.30182      0.30182      0.30182
  0.9708      0.44098      0.44098      0.44098
  0.9716      0.35463      0.35463      0.35463
  0.9722      0.29670      0.29670      0.29670
  0.9762      0.19566      0.19566      0.19566
  0.9783      0.14174      0.14174      0.14174
  0.9789      0.43013      0.43013      0.43013
  0.9836      0.17899      0.17899      0.17899
  0.9857      0.31048      0.31048      0.31048
  0.9882      0.29980      0.29980      0.29980
  0.9903      0.12301      0.12301      0.12301
  0.9924      0.43470      0.43470      0.43470
  0.9925      0.15546      0.15546      0.15546
  1.0000      0.41537      0.41537      0.41537
