Profile: 0/IDA/Te Time: @4.000000 Scale: 1000.00
rho toroidal     Data        Lower        Upper
  0.1244       9.6177       9.3097       9.7304
  0.1283       9.6195       9.3189       9.7473
  0.1322       9.6209       9.3428       9.7862
  0.1361       9.6218       9.3813       9.8398
  0.1400       9.6223       9.4494       9.9380
  0.1439       9.6222       9.5170       10.096
  0.1482       9.6217       9.5390       10.261
  0.1529       9.6205       9.5491       10.511
  0.1577       9.6188       9.5587       10.761
  0.1624       9.6164       9.5563       10.871
  0.1671       9.6134       9.5571       10.864
  0.1718       9.6097       9.5572       10.770
  0.1765       9.6053       9.5453       10.656
  0.1812       9.6002       9.5177       10.530
  0.1858       9.5942       9.4743       10.314
  0.1902       9.5875       9.4078       10.082
  0.1947       9.5800       9.2806       9.8644
  0.1992       9.5716       9.1229       9.7436
  0.2036       9.5623       9.0020       9.6744
  0.2081       9.5522       9.0074       9.6492
  0.2125       9.5411       9.0566       9.6678
  0.2167       9.5292       9.2017       9.7526
  0.2208       9.5165       9.3232       9.9626
  0.2249       9.5029       9.3915       10.320
  0.2290       9.4885       9.4144       10.652
  0.2331       9.4734       9.4142       10.872
  0.2373       9.4575       9.4131       10.935
  0.2418       9.4408       9.3966       11.045
  0.2465       9.4234       9.3756       11.187
  0.2512       9.4053       9.3502       11.213
  0.2559       9.3865       9.3205       11.059
  0.2606       9.3671       9.2866       10.714
  0.2651       9.3470       9.2521       10.304
  0.2693       9.3263       9.2024       9.9456
  0.2736       9.3049       9.1450       9.6975
  0.2778       9.2830       9.1090       9.6021
  0.2820       9.2605       9.0580       9.6078
  0.2865       9.2375       9.0066       9.6416
  0.2912       9.2139       8.9548       9.7034
  0.2959       9.1898       8.9027       9.8073
  0.3006       9.1653       8.8789       9.9386
  0.3053       9.1402       8.8832       9.9971
  0.3102       9.1147       8.8869       9.9550
  0.3152       9.0888       8.8616       9.6995
  0.3201       9.0625       8.8359       9.4731
  0.3251       9.0357       8.7675       9.3322
  0.3304       9.0086       8.6990       9.2127
  0.3360       8.9812       8.6233       9.1355
  0.3417       8.9533       8.5476       9.0653
  0.3474       8.9252       8.4859       9.0159
  0.3524       8.8968       8.4241       8.9663
  0.3567       8.8680       8.3554       8.9443
  0.3610       8.8391       8.2659       8.9219
  0.3653       8.8098       8.1904       8.9062
  0.3699       8.7803       8.1355       8.9038
  0.3749       8.7507       8.1080       8.9147
  0.3799       8.7208       8.0803       8.9388
  0.3849       8.6907       8.0932       8.9351
  0.3907       8.6605       8.1733       8.9447
  0.3966       8.6301       8.1716       8.8728
  0.4025       8.5996       8.1427       8.7743
  0.4082       8.5690       8.1204       8.7163
  0.4130       8.5383       8.1113       8.6583
  0.4177       8.5074       8.1087       8.6071
  0.4225       8.4766       8.0792       8.5759
  0.4281       8.4457       8.0102       8.5644
  0.4338       8.4147       7.9414       8.5527
  0.4394       8.3837       7.8728       8.5540
  0.4455       8.3528       7.8308       8.5616
  0.4520       8.3220       7.7239       8.5691
  0.4585       8.2914       7.6436       8.5375
  0.4645       8.2610       7.6672       8.4933
  0.4696       8.2308       7.6778       8.4237
  0.4746       8.2010       7.6756       8.3548
  0.4801       8.1716       7.6864       8.2929
  0.4874       8.1425       7.6972       8.2443
  0.4946       8.1140       7.7019       8.2027
  0.5015       8.0859       7.6627       8.1744
  0.5070       8.0585       7.5989       8.1592
  0.5124       8.0317       7.5297       8.1509
  0.5181       8.0055       7.4676       8.1493
  0.5244       7.9800       7.4938       8.1795
  0.5306       7.9553       7.6694       8.3283
  0.5375       7.9315       7.7704       8.5387
  0.5454       7.9084       7.8096       8.6746
  0.5533       7.8863       7.8062       8.6811
  0.5595       7.8651       7.7975       8.6393
  0.5650       7.8449       7.7897       8.5926
  0.5704       7.8257       7.7768       8.5410
  0.5786       7.8076       7.7619       8.5213
  0.5869       7.7906       7.7358       8.5575
  0.5949       7.7748       7.7019       8.4551
  0.6023       7.7602       7.6389       8.2452
  0.6096       7.7468       7.5047       8.0010
  0.6166       7.7348       7.2755       7.8617
  0.6236       7.7240       7.0482       7.7965
  0.6307       7.7147       6.9252       7.7690
  0.6396       7.7068       6.9211       7.7490
  0.6484       7.7004       6.9845       7.7365
  0.6566       7.6952       6.9678       7.7373
  0.6644       7.6909       6.9879       7.7390
  0.6726       7.6872       7.0686       7.7472
  0.6821       7.6836       7.1914       7.7556
  0.6916       7.6798       7.3078       7.7698
  0.7007       7.6755       7.4116       7.7954
  0.7096       7.6702       7.4904       7.8260
  0.7185       7.6637       7.5319       7.8612
  0.7272       7.6555       7.5418       7.8528
  0.7362       7.6453       7.5318       7.8723
  0.7473       7.6327       7.5194       7.8951
  0.7583       7.6175       7.5104       7.9151
  0.7684       7.5992       7.4924       7.9198
  0.7784       7.5776       7.4828       7.9150
  0.7893       7.5522       7.4637       7.8885
  0.8008       7.5224       7.3755       7.6987
  0.8119       7.4840       7.1800       7.5776
  0.8225       7.4309       6.8619       7.4831
  0.8336       7.3571       6.4863       7.3945
  0.8463       7.2572       6.1006       7.2856
  0.8589       7.1263       5.4644       7.1430
  0.8714       6.9604       4.9932       6.9726
  0.8837       6.7626       4.8197       6.7712
  0.8955       6.5455       4.6585       6.5531
  0.9071       6.3210       4.4260       6.3272
  0.9205       6.0768       4.3072       6.0816
  0.9342       5.7494       4.2082       5.7531
  0.9478       5.2848       4.0111       5.2876
  0.9614       4.6564       3.5471       4.6589
  0.9758       3.8730       2.8756       3.8751
  0.9944       3.0459       2.1479       3.0475
  1.0000       2.3195       1.5345       2.3208
  1.0000       1.7394       0.0000       1.7395
  1.0000       1.3000       0.0000       1.3001
  1.0000      0.97782       0.0000      0.97785
  1.0000      0.74718       0.0000      0.74720
  1.0000      0.57410       0.0000      0.57411
  1.0000      0.40785       0.0000      0.40786
  1.0000      0.24220       0.0000      0.24220
  1.0000      0.11150       0.0000      0.11150
  1.0000     0.043600       0.0000     0.043600
  1.0000     0.016972       0.0000     0.016972
  1.0000    0.0076371       0.0000    0.0076373
  1.0000    0.0041560       0.0000    0.0041561
  1.0000    0.0026673       0.0000    0.0026674
  1.0000    0.0019668       0.0000    0.0019669
  1.0000    0.0016232       0.0000    0.0016234
  1.0000    0.0014607       0.0000    0.0014681
  1.0000    0.0013961       0.0000    0.0014223
  1.0000    0.0013808       0.0000    0.0014153
  1.0000    0.0013785       0.0000    0.0014302
  1.0000    0.0013764       0.0000    0.0014625
  1.0000    0.0013744       0.0000    0.0017867
  1.0000    0.0013723       0.0000    0.0035680
  1.0000    0.0013702       0.0000    0.0035626
  1.0000    0.0013682       0.0000    0.0035573
  1.0000    0.0013662       0.0000    0.0035520
  1.0000    0.0013641       0.0000    0.0035467
  1.0000    0.0013621       0.0000    0.0035414
  1.0000    0.0013601       0.0000    0.0035362
  1.0000    0.0013581       0.0000    0.0035309
  1.0000    0.0013560       0.0000    0.0035257
  1.0000    0.0013540       0.0000    0.0035205
  1.0000    0.0013520       0.0000    0.0035153
  1.0000    0.0013500       0.0000    0.0035101
  1.0000    0.0013480       0.0000    0.0035049
  1.0000    0.0013461       0.0000    0.0034997
  1.0000    0.0013441       0.0000    0.0034946
  1.0000    0.0013421       0.0000    0.0034894
  1.0000    0.0013401       0.0000    0.0034843
  1.0000    0.0013381       0.0000    0.0034791
Profile: 0/CEZ/Ti Time: @3.997500 Scale: 1000.00
rho toroidal     Data        Lower        Upper
  0.0029       2.1134       1.9883       2.2384
  0.0290       2.0499       1.9321       2.1676
  0.0592       1.9871       1.8871       2.0870
  0.0843       2.0975       2.0184       2.1766
  0.1097       1.9195       1.8428       1.9962
  0.1356       2.1096       2.0260       2.1932
  0.1647       1.9790       1.9247       2.0334
  0.2257       1.7780       1.6954       1.8605
  0.2527       1.7061       1.6505       1.7617
  0.2780       1.6070       1.5687       1.6454
  0.3083       1.5602       1.5162       1.6043
  0.3376       1.5521       1.4978       1.6063
  0.3649       1.5224       1.4700       1.5749
  0.3968       1.4567       1.4069       1.5065
  0.4599       1.3956       1.3618       1.4294
  0.4886       1.3050       1.2803       1.3297
  0.5218       1.2564       1.2360       1.2767
  0.5568       1.2173       1.2016       1.2329
  0.5904       1.1189       1.0951       1.1427
  0.6281       1.0535       1.0318       1.0752
  0.6667       1.0073      0.98766       1.0270
  0.7089      0.96369      0.95059      0.97680
  0.7510      0.89066      0.87639      0.90494
  0.8430      0.77610      0.75881      0.79339
  0.0000       0.0000       0.0000       0.0000
  0.0000       0.0000       0.0000       0.0000
  0.0000       0.0000       0.0000       0.0000
  0.0000       0.0000       0.0000       0.0000
  0.0000       0.0000       0.0000       0.0000
  0.0000       0.0000       0.0000       0.0000
Profile: 0/CMZ/Ti Time: @3.999666 Scale: 1000.00
rho toroidal     Data        Lower        Upper
  0.8970      0.67837      0.65634      0.70040
  0.9083      0.62661      0.60796      0.64526
  0.9172      0.57622      0.56383      0.58860
  0.9246      0.61110      0.59740      0.62480
  0.9347      0.54426      0.53541      0.55310
  0.9400      0.55391      0.54373      0.56408
  0.9496      0.48194      0.47064      0.49324
  0.9546      0.45349      0.44289      0.46408
  0.9666      0.32968      0.31227      0.34709
  0.9686      0.24036      0.21476      0.26595
  0.9813      0.19581      0.17737      0.21425
  1.0000      0.14716      0.10070      0.19362
  1.0000      0.15172     0.090318      0.21313
  1.0000      0.17123     0.091361      0.25111
  1.0000      0.27930     0.097211      0.46140
  1.0000     0.094387     0.028386      0.16039
  1.0000      0.14606     0.043749      0.24837
  1.0000      0.15328     0.016245      0.29031
  1.0000      0.12021    0.0059133      0.23451
  1.0000      0.12759    -0.087506      0.34268
  1.0000     0.020706    -0.049141     0.090553
  0.0000       0.0000       0.0000       0.0000
  0.0000       0.0000       0.0000       0.0000
  0.0000       0.0000       0.0000       0.0000
  0.0000       0.0000       0.0000       0.0000
  0.0000       0.0000       0.0000       0.0000
  0.0000       0.0000       0.0000       0.0000
  0.0000       0.0000       0.0000       0.0000
  0.0000       0.0000       0.0000       0.0000
  0.0000       0.0000       0.0000       0.0000
Profile: 0/CPZ/Ti Time: @3.999704 Scale: 1000.00
rho toroidal     Data        Lower        Upper
  0.8537      0.65084      0.60089      0.70078
  0.8665      0.63053      0.58043      0.68064
  0.8736      0.61094      0.56240      0.65948
  0.8856      0.57695      0.53994      0.61396
  0.8944      0.58748      0.55282      0.62213
  0.9093      0.55769      0.53578      0.57959
  0.9183      0.53339      0.51245      0.55433
  0.9330      0.51499      0.49848      0.53150
  0.9429      0.43840      0.42271      0.45410
  0.9665      0.35774      0.30483      0.41066
  0.9904      0.27363      0.19035      0.35692
  1.0000      0.58995      0.18835      0.99154
  1.0000       0.0000       0.0000       0.0000
  0.0000       0.0000       0.0000       0.0000
  0.0000       0.0000       0.0000       0.0000
  0.0000       0.0000       0.0000       0.0000
