Profile: 0/IDA/Te Time: @3.999330 Scale: 1000.00
rho toroidal     Data        Lower        Upper
  0.7889      0.82773      0.77000      0.88547
  0.7991      0.80910      0.75267      0.86552
  0.8091      0.78739      0.73227      0.84250
  0.8191      0.76252      0.70930      0.81574
  0.8289      0.73489      0.68357      0.78620
  0.8394      0.70593      0.65652      0.75535
  0.8518      0.67713      0.62961      0.72465
  0.8641      0.64972      0.60409      0.69535
  0.8754      0.62476      0.58102      0.66849
  0.8866      0.60313      0.56084      0.64541
  0.8989      0.58475      0.54392      0.62559
  0.9110      0.56265      0.52327      0.60204
  0.9231      0.52771      0.49226      0.56315
  0.9359      0.47344      0.44193      0.50495
  0.9495      0.39391      0.36633      0.42148
  0.9637      0.29465      0.26960      0.31969
  0.9788      0.20029      0.17777      0.22282
  0.9957      0.12530      0.10530      0.14530
  1.0000     0.073966     0.053966      0.10860
  1.0000     0.050542     0.030542     0.099802
  1.0000     0.045432     0.025432      0.10932
  1.0000     0.043780     0.023780     0.093040
  1.0000     0.041122     0.021122     0.075751
  1.0000     0.038191     0.018191     0.058191
  1.0000     0.035030     0.015030     0.065049
  1.0000     0.031562     0.011562     0.071598
  1.0000     0.027783    0.0077833     0.077837
  1.0000     0.023752    0.0037525     0.069473
  1.0000     0.019603       0.0000     0.060991
  1.0000     0.015521       0.0000     0.052577
  1.0000     0.011719       0.0000     0.064707
  1.0000    0.0083871       0.0000     0.077307
  1.0000    0.0056569       0.0000     0.090511
  1.0000    0.0036262       0.0000     0.088830
  1.0000    0.0022605       0.0000     0.087815
  1.0000    0.0014037       0.0000     0.087309
  1.0000   0.00088913       0.0000       3.6980
  1.0000   0.00058835       0.0000       7.3095
  1.0000   0.00041657       0.0000       10.921
  1.0000   0.00032318       0.0000       12.076
  1.0000   0.00028110       0.0000       13.231
  1.0000   0.00027439       0.0000       14.386
  1.0000   0.00029459       0.0000       13.220
  1.0000   0.00034062       0.0000       12.055
  1.0000   0.00041535       0.0000       10.889
  1.0000   0.00052301       0.0000       10.928
  1.0000   0.00066596       0.0000       10.967
  1.0000   0.00083961       0.0000       11.006
  1.0000    0.0010263       0.0000       12.982
  1.0000    0.0011911       0.0000       14.959
  1.0000    0.0012920       0.0000       16.935
  1.0000    0.0013205       0.0000       16.645
  1.0000    0.0012910       0.0000       16.355
  1.0000    0.0012256       0.0000       16.065
  1.0000    0.0011467       0.0000       15.169
  1.0000    0.0010734       0.0000       14.272
  1.0000    0.0010204       0.0000       13.376
  1.0000    0.0010000       0.0000       13.376
Profile: 0/IDA/ne Time: @3.999330 Scale: 1.00000e+19
rho toroidal     Data        Lower        Upper
  0.0000       9.0371       6.7778       16.154
  0.0044       9.0372       7.4557       14.234
  0.0087       9.0378       7.7951       12.992
  0.0131       9.0387       8.0783       12.146
  0.0174       9.0399       8.2489       11.695
  0.0218       9.0414       8.3068       11.415
  0.0262       9.0432       8.3649       11.304
  0.0305       9.0452       8.3668       11.193
  0.0349       9.0474       8.4254       11.140
  0.0393       9.0498       8.4276       11.143
  0.0436       9.0524       8.4301       11.146
  0.0480       9.0551       8.3760       11.206
  0.0523       9.0580       8.3786       11.266
  0.0567       9.0609       8.3813       11.269
  0.0611       9.0639       8.3841       11.273
  0.0654       9.0669       8.2736       10.937
  0.0698       9.0700       8.0496       10.487
  0.0742       9.0730       7.7121       10.037
  0.0785       9.0760       7.3459       9.7567
  0.0829       9.0790       7.0930       9.5329
  0.0872       9.0819       7.0101       9.4224
  0.0916       9.0846       7.0690       9.3401
  0.0960       9.0872       7.1562       9.3002
  0.1003       9.0897       7.2434       9.2743
  0.1047       9.0920       7.5293       9.2909
  0.1091       9.0941       8.0426       9.3498
  0.1134       9.0959       8.3284       9.3517
  0.1178       9.0975       8.5431       9.3249
  0.1222       9.0988       8.6865       9.3120
  0.1266       9.0997       8.7869       9.2988
  0.1309       9.1004       8.8586       9.2852
  0.1353       9.1007       8.8945       9.2713
  0.1397       9.1005       8.8730       9.2356
  0.1441       9.1000       8.8157       9.2067
  0.1484       9.0991       8.7436       9.1986
  0.1528       9.0977       8.6499       9.1900
  0.1572       9.0957       8.6125       9.1952
  0.1617       9.0933       8.6671       9.2141
  0.1661       9.0904       8.7566       9.2324
  0.1705       9.0869       8.8384       9.2501
  0.1750       9.0828       8.9125       9.3240
  0.1794       9.0780       8.9646       9.4894
  0.1838       9.0727       8.9947       9.6468
  0.1883       9.0667       9.0029       9.7750
  0.1927       9.0600       8.9998       9.8882
  0.1972       9.0526       8.9819       10.022
  0.2017       9.0445       8.9526       10.055
  0.2062       9.0356       8.9086       9.9251
  0.2106       9.0260       8.8144       9.5760
  0.2151       9.0156       8.6352       9.2973
  0.2196       9.0044       8.4275       9.1591
  0.2241       8.9924       8.4023       9.1048
  0.2288       8.9797       8.4746       9.0779
  0.2334       8.9662       8.5529       9.0713
  0.2380       8.9520       8.6023       9.0919
  0.2426       8.9371       8.6718       9.1326
  0.2473       8.9215       8.7264       9.1864
  0.2519       8.9053       8.7661       9.2531
  0.2566       8.8883       8.7772       9.3050
  0.2612       8.8707       8.7529       9.3835
  0.2659       8.8525       8.7280       9.5095
  0.2705       8.8336       8.7232       9.7997
  0.2753       8.8141       8.7039       10.081
  0.2804       8.7940       8.6978       10.264
  0.2855       8.7733       8.6773       10.233
  0.2906       8.7520       8.6700       10.024
  0.2957       8.7302       8.6551       9.7669
  0.3006       8.7078       8.6466       9.6398
  0.3054       8.6849       8.6306       9.5228
  0.3103       8.6614       8.6005       9.5276
  0.3151       8.6375       8.5700       9.4810
  0.3199       8.6130       8.5323       9.3869
  0.3245       8.5881       8.4942       9.2859
  0.3291       8.5627       8.4423       9.1782
  0.3338       8.5369       8.3768       9.0438
  0.3384       8.5106       8.2845       8.9095
  0.3437       8.4839       8.1923       8.8020
  0.3498       8.4568       8.1793       8.8003
  0.3559       8.4293       8.1790       8.8112
  0.3619       8.4014       8.1782       8.7952
  0.3673       8.3731       8.1899       8.7656
  0.3716       8.3445       8.1815       8.7095
  0.3759       8.3155       8.1726       8.6533
  0.3802       8.2862       8.1632       8.6034
  0.3852       8.2566       8.1276       8.5791
  0.3906       8.2266       8.0852       8.5737
  0.3961       8.1964       8.0235       8.5678
  0.4016       8.1659       7.9618       8.5742
  0.4068       8.1351       7.8682       8.5546
  0.4120       8.1041       7.6736       8.4333
  0.4173       8.0728       7.2782       8.2747
  0.4227       8.0413       6.9985       8.1670
  0.4291       8.0096       6.9709       8.1098
  0.4355       7.9777       7.0366       8.0525
  0.4419       7.9456       7.1014       8.0139
  0.4473       7.9133       7.1591       7.9689
  0.4526       7.8808       7.2036       7.9301
  0.4579       7.8482       7.1554       7.8973
  0.4633       7.8156       7.0401       7.8736
  0.4687       7.7829       6.9134       7.8498
  0.4742       7.7504       6.7755       7.8291
  0.4801       7.7180       6.6326       7.8144
  0.4869       7.6857       6.6049       7.8178
  0.4937       7.6538       6.8286       7.8332
  0.5002       7.6222       7.1220       7.8723
  0.5054       7.5910       7.2470       7.8519
  0.5106       7.5602       7.2767       7.7965
  0.5161       7.5300       7.3065       7.7418
  0.5230       7.5004       7.3070       7.6996
  0.5298       7.4714       7.3080       7.6523
  0.5366       7.4431       7.2686       7.6466
  0.5432       7.4155       7.2301       7.6473
  0.5498       7.3888       7.1810       7.6428
  0.5562       7.3629       7.1443       7.6505
  0.5622       7.3380       7.1201       7.6705
  0.5683       7.3140       7.1083       7.6911
  0.5752       7.2911       7.0974       7.6670
  0.5827       7.2692       7.0988       7.6213
  0.5902       7.2485       7.1012       7.5769
  0.5977       7.2289       7.0934       7.5226
  0.6052       7.2106       7.0923       7.4810
  0.6122       7.1936       7.0868       7.4409
  0.6183       7.1780       7.0546       7.4471
  0.6244       7.1637       7.0182       7.4436
  0.6321       7.1509       6.9721       7.4191
  0.6405       7.1396       6.9277       7.3851
  0.6487       7.1299       6.8848       7.3416
  0.6564       7.1218       6.8603       7.2887
  0.6640       7.1153       6.8596       7.2543
  0.6721       7.1105       6.8660       7.2271
  0.6803       7.1070       6.8904       7.2069
  0.6886       7.1047       6.8827       7.2157
  0.6972       7.1034       6.8814       7.2255
  0.7058       7.1029       6.8810       7.2361
  0.7135       7.1031       6.8811       7.2474
  0.7210       7.1037       6.8928       7.2591
  0.7296       7.1046       6.9159       7.2711
  0.7394       7.1056       6.9390       7.2721
  0.7492       7.1064       6.9510       7.2674
  0.7587       7.1070       6.9515       7.2569
  0.7682       7.1071       6.9294       7.2626
  0.7785       7.1065       6.9066       7.2564
  0.7889       7.1051       6.8831       7.2494
  0.7991       7.1026       6.8696       7.2358
  0.8091       7.0988       6.8603       7.2208
  0.8191       7.0915       6.7923       7.1801
  0.8289       7.0777       6.7017       7.1441
  0.8394       7.0546       6.5530       7.1097
  0.8518       7.0191       6.4022       7.0657
  0.8641       6.9685       6.2662       7.0093
  0.8754       6.9001       6.1050       6.9324
  0.8866       6.8072       6.0786       6.8364
  0.8989       6.6774       6.0905       6.7035
  0.9110       6.4993       6.0576       6.5298
  0.9231       6.2484       5.9555       6.2850
  0.9359       5.8704       5.6938       5.9162
  0.9495       5.3276       5.2277       5.3796
  0.9637       4.6182       4.5641       4.6759
  0.9788       3.7883       3.7632       3.8771
  0.9957       2.9547       2.9397       3.0586
  1.0000       2.2420       2.2323       2.3479
  1.0000       1.6932       1.6859       1.7898
  1.0000       1.2913       1.2857       1.3937
  1.0000      0.99132      0.98668       1.1059
  1.0000      0.76204      0.75847      0.89391
  1.0000      0.58013      0.57695      0.72742
  1.0000      0.42328      0.42031      0.56316
  1.0000      0.28510      0.28265      0.42387
  1.0000      0.17203      0.17015      0.31880
  1.0000     0.094863     0.093603      0.20870
  1.0000     0.049765     0.048832      0.12939
  1.0000     0.025805     0.025079     0.067093
  1.0000     0.013477     0.012634     0.035040
  1.0000    0.0071268    0.0064142     0.018530
  1.0000    0.0038357    0.0031165    0.0099729
  1.0000    0.0021124       0.0000    0.0054923
  1.0000    0.0011964       0.0000    0.0015254
  1.0000   0.00070061       0.0000   0.00089327
  1.0000   0.00042636       0.0000   0.00059691
  1.0000   0.00027092       0.0000   0.00043348
  1.0000   0.00017986       0.0000   0.00034173
  1.0000   0.00012446       0.0000   0.00032360
  1.0000   8.9589E-05       0.0000   0.00023293
  1.0000   6.6931E-05       0.0000   0.00017402
  1.0000   5.1783E-05       0.0000   0.00013463
  1.0000   4.1400E-05       0.0000   0.00010764
  1.0000   3.4128E-05       0.0000   8.8732E-05
  1.0000   2.8945E-05       0.0000   7.5257E-05
  1.0000   2.5202E-05       0.0000   6.5525E-05
  1.0000   2.2477E-05       0.0000   5.8441E-05
  1.0000   2.0491E-05       0.0000   5.3276E-05
  1.0000   1.9051E-05       0.0000   4.9532E-05
  1.0000   1.8025E-05       0.0000   4.6865E-05
  1.0000   1.7317E-05       0.0000   4.5025E-05
  1.0000   1.6857E-05       0.0000   4.3829E-05
  1.0000   1.6590E-05       0.0000   4.3134E-05
  1.0000   1.6470E-05       0.0000   4.2823E-05
  1.0000   1.6459E-05       0.0000   4.2794E-05
  1.0000   1.6520E-05       0.0000   4.2952E-05
  1.0000   1.6618E-05       0.0000   4.3206E-05
Profile: 0/CEZ/Ti Time: @3.995000 Scale: 1000.00
rho toroidal     Data        Lower        Upper
  0.0127       2.0417       1.8605       2.2230
  0.0406       1.9765       1.8468       2.1062
  0.0709       1.8091       1.7058       1.9124
  0.0963       1.8617       1.7652       1.9582
  0.1223       1.9355       1.8227       2.0484
  0.1507       2.0024       1.9087       2.0961
  0.1793       1.9007       1.8278       1.9737
  0.2395       1.7028       1.6166       1.7890
  0.2673       1.6223       1.5558       1.6889
  0.2951       1.6108       1.5705       1.6512
  0.3259       1.4995       1.4490       1.5500
  0.3553       1.4934       1.4388       1.5481
  0.3820       1.4045       1.3491       1.4599
  0.4144       1.4325       1.3822       1.4827
  0.4771       1.3012       1.2618       1.3407
  0.5077       1.2797       1.2479       1.3115
  0.5424       1.1981       1.1754       1.2208
  0.5738       1.1764       1.1530       1.1999
  0.6106       1.0832       1.0572       1.1093
  0.6489       1.0270       1.0028       1.0513
  0.6861      0.89851      0.87531      0.92171
  0.7242      0.88580      0.87031      0.90128
  0.7673      0.81539      0.79751      0.83327
  0.8577      0.72244      0.70139      0.74348
  0.0000       0.0000       0.0000       0.0000
  0.0000       0.0000       0.0000       0.0000
  0.0000       0.0000       0.0000       0.0000
  0.0000       0.0000       0.0000       0.0000
  0.0000       0.0000       0.0000       0.0000
  0.0000       0.0000       0.0000       0.0000
Profile: 0/CMZ/Ti Time: @3.999666 Scale: 1000.00
rho toroidal     Data        Lower        Upper
  0.9102      0.62590      0.59983      0.65198
  0.9219      0.61426      0.59231      0.63622
  0.9304      0.54793      0.52638      0.56948
  0.9374      0.57091      0.55611      0.58571
  0.9476      0.51036      0.49720      0.52352
  0.9530      0.47221      0.46150      0.48291
  0.9633      0.45537      0.43816      0.47258
  0.9686      0.42157      0.40505      0.43809
  0.9823      0.37846      0.34167      0.41525
  0.9845      0.56345      0.45790      0.66901
  0.9997      0.26710      0.21362      0.32058
  1.0000     0.060915   0.00063811      0.12119
  1.0000      0.23466     0.092003      0.37733
  1.0000     0.065399    0.0084765      0.12232
  1.0000      0.15433     0.065638      0.24301
  1.0000      0.10764     0.012748      0.20254
  1.0000      0.27438   0.00035193      0.54841
  1.0000     0.069437     0.015570      0.12330
  1.0000   0.00010647    -0.025722     0.025935
  1.0000     0.055544    -0.013846      0.12493
  1.0000     0.026891    -0.042202     0.095985
  0.0000       0.0000       0.0000       0.0000
  0.0000       0.0000       0.0000       0.0000
  0.0000       0.0000       0.0000       0.0000
  0.0000       0.0000       0.0000       0.0000
  0.0000       0.0000       0.0000       0.0000
  0.0000       0.0000       0.0000       0.0000
  0.0000       0.0000       0.0000       0.0000
  0.0000       0.0000       0.0000       0.0000
  0.0000       0.0000       0.0000       0.0000
Profile: 0/CPZ/Ti Time: @3.999704 Scale: 1000.00
rho toroidal     Data        Lower        Upper
  0.8680      0.59188      0.54941      0.63436
  0.8797      0.56257      0.52350      0.60165
  0.8862      0.57196      0.52507      0.61885
  0.8982      0.55658      0.52239      0.59077
  0.9074      0.52464      0.49524      0.55404
  0.9229      0.56298      0.53668      0.58927
  0.9313      0.47076      0.45150      0.49001
  0.9458      0.44817      0.42795      0.46840
  0.9561      0.42719      0.40327      0.45110
  0.9822      0.31444      0.23778      0.39111
  1.0000      0.31263      0.13819      0.48706
  1.0000   0.00039319    -0.015493     0.016279
  1.0000       0.0000       0.0000       0.0000
  0.0000       0.0000       0.0000       0.0000
  0.0000       0.0000       0.0000       0.0000
  0.0000       0.0000       0.0000       0.0000
